1,4
1,7
1,10
1,13
1,22
1,25
1,34
1,40
1,79
1,81
1,96
1,100
1,136
1,148
1,154
1,157
1,163
1,166
1,193
1,203
1,206
1,212
1,235
1,236
1,248
1,263
1,270
1,275
1,278
1,305
1,308
1,317
1,324
1,335
1,1299
1,338
1,341
1,342
1,347
1,350
1,368
1,371
1,380
1,383
1,395
1,404
1,419
1,422
1,426
1,438
1,445
1,471
1,474
1,477
1,480
1,482
1,495
1,513
1,526
1,530
1,547
1,557
1,559
1,566
1,583
1,595
1,619
1,625
1,628
1,637
1,685
1,686
1,694
1,715
1,739
1,742
1,757
1,760
1,809
1,828
1,874
1,947
1,953
1,956
1,1030
1,1044
1,1051
1,1054
1,1138
1,1185
1,1250
1,1270
1,1341
1,1353
1,1465
1,1467
1,1494
1,1508
1,1628
1,1663
1,1797
1,1879
1,1901
1,2004
1,2049
1,2144
1,2176
1,2181
1,2203
1,2257
1,2263
1,2306
1,2317
1,2328
1,2454
1,2521
1,2531
1,2596
1,2598
1,2621
1,2716
1,2799
1,2814
1,2829
1,2854
1,3010
1,3125
1,3127
1,3128
1,3131
1,3134
1,3137
1,3140
1,3141
1,3142
1,3144
1,3145
1,3146
1,3149
1,3202
1,3204
1,3337
1,3342
1,3389
1,3403
1,3435
1,3482
1,3527
1,3529
1,3530
1,3563
1,3608
1,3675
1,3708
1,3711
1,3714
1,3717
1,3720
1,3727
1,3813
1,3834
1,3901
1,3906
1,4007
1,4037
1,4064
1,4083
1,4136
1,4152
1,4421
1,4481
1,4487
1,4626
1,4668
1,4745
1,4749
1,4798
1,4811
1,4834
1,4835
1,4836
1,4837
1,4969
1,5012
1,5049
1,5066
1,5085
1,5094
1,5095
1,5135
1,5136
1,5142
1,5206
1,5245
1,5378
1,5385
1,5407
1,5435
1,5449
1,5482
1,5483
1,5548
1,5549
1,5577
1,5578
1,5610
1,5621
1,5662
1,5687
1,5688
1,5701
1,5702
1,5732
1,5748
1,5750
1,5789
1,5840
1,5847
1,5849
1,5871
1,5872
1,5900
1,5957
1,6006
1,6018
1,6051
1,6052
1,6068
1,6074
1,6124
1,6126
1,6159
1,6164
1,6181
1,6182
1,6186
1,6216
1,6217
1,6232
1,6302
1,6345
1,6346
1,6347
1,6348
1,6356
1,6357
1,6358
1,6403
1,6435
1,6574
1,6578
1,6609
1,6610
1,6618
1,6622
1,6695
1,6696
1,6772
1,6774
1,6776
1,6778
1,6817
1,6833
1,6834
1,6835
1,6863
1,6866
1,6867
1,6868
1,6870
1,6871
1,6872
1,6873
1,6874
1,6875
1,6883
1,6884
1,6885
1,6894
1,6898
1,6899
1,6900
1,6921
1,6922
1,6932
1,6935
1,6936
1,6962
1,6981
1,6994
1,7010
1,7011
1,7013
1,7017
1,7019
1,7024
1,7030
1,7034
1,7035
1,7039
1,7042
1,7053
1,7069
1,7072
1,7087
1,7088
1,7097
1,7106
1,7114
1,7115
1,7121
1,7122
1,7123
1,7124
1,7127
1,7130
1,7136
1,7139
1,7142
1,7145
1,7158
1,7161
1,7162
1,7184
1,7193
1,7194
1,7195
1,7196
1,7202
1,7205
1,7208
1,7214
1,7339
1,7399
1,7403
1,7408
1,7603
1,7619
1,7621
1,7622
1,7630
1,7686
1,7695
1,7696
1,7780
1,7787
1,7843
1,7848
1,7854
1,7919
1,7920
1,7922
1,7927
1,7929
1,7936
1,7991
1,7993
1,7994
1,8024
1,8027
1,8032
1,8041
1,8110
1,8042
1,8124
1,8139
1,8201
1,8228
1,8231
1,8234
1,8274
1,8285
1,8311
1,8341
1,8546
1,8591
1,8644
1,8741
1,8744
1,8745
1,8746
1,8818
1,8823
1,8824
1,8841
1,8865
1,8867
1,8868
1,8874
1,8917
1,8920
1,8921
1,9014
1,9046
1,9048
1,9111
1,9158
1,9178
1,9179
1,9181
1,9240
1,9241
1,9242
1,9260
1,9268
1,9269
1,9270
